,FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,construction_index_2015,construction_index_1998,rsmeans_construction_index_2015,rsmeans_construction_index_2021,ENR_BCI_index_2015,ENR_BCI_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998,cost_2015,cost_2021_RSMeans,cost_2021_ENR_BCI,cost_2021_PCI_Family_house,is_residential
344,344,1388,403307,2965-0134-0003-100,214.9320068,1389_29.2826748_-94.8181666_0_163.15.jpg,PIxnTcRPT1FK79i9WUvH_g,1389,0.89209,410,513,310,4.061258139,1.197942318,14.33352044,-1.29999703,2.497939348,2.863315821,0.018489067,29.2826748,-94.8181666,29.28255036,-94.81812646,2021,Not_at_edge,Y,T,10,N,214.9320068,2313.508867,4.061258139,13.32433773,10,N,0,-3.324337726,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
345,345,1393,403312,2965-0134-0001-001,97.1306992,1394_29.2822715_-94.8183563_0_74.22.jpg,Ld4CkAc0JRSbkFkZSlmKvQ,1394,0.919434,423,507,288,4.070612895,1.306675899,13.22871118,-1.144180787,2.450856686,2.763936996,0.027555349,29.2822715,-94.8183563,29.28230078,-94.81822432,2020,Not_at_edge,Y,T,10,N,97.1306992,1045.506145,4.070612895,13.35502918,10,N,0,-3.355029183,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
346,346,1402,403321,2965-0127-0024-001,74.4156036,1401_29.282264_-94.820846_0_102.97.jpg,w6pgxtTPZoKd1yzRwYHOYg,1401,0.444336,462,510,302,3.843445451,1.166026742,14.00756261,-1.229713052,2.395739794,2.677418709,0.054721631,29.282264,-94.820846,29.28222894,-94.82070751,2021,Not_at_edge,Y,T,10,N,74.4156036,801.0028908,3.843445451,12.60972917,10,N,0,-2.60972917,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
347,347,1400,403319,2965-0127-0023-001,87.0971985,1402_29.2820712_-94.8204634_0_312.88.jpg,iN2-SAaYJyqlTDNNwtgkZw,1402,0.803223,478,472,367,3.602520117,0.755734095,28.03383732,-1.717690578,2.473424673,2.846786022,0.065845363,29.2820712,-94.8204634,29.28225513,-94.82066143,2021,Not_at_edge,Y,T,10,N,87.0971985,937.5064422,3.602520117,11.81929172,10,N,0,-1.819291722,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
348,348,1406,403325,2965-0118-0013-002,202.0650024,1406_29.282225_-94.8246279_0_237.57.jpg,WCeGsCuIx_Vwx8ULHRn93Q,1406,0.915527,393,727,464,3.432320445,0.926474898,11.06184376,-2.64749232,3.573967218,2.505845547,0.006280111,29.282225,-94.8246279,29.28217201,-94.82472436,2013,Not_at_edge,Y,T,10,N,202.0650024,2175.009584,3.432320445,11.26089385,10,N,0,-1.260893848,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
349,349,1412,403331,2965-0126-0015-002,243.128006,1413_29.2819038_-94.8211131_0_328.29.jpg,azdc812NcNalWcQG_zm1gw,1413,0.914062,404,496,372,3.468955741,0.653189406,23.2759919,-1.835119501,2.488308907,2.815766335,0.01395496,29.2819038,-94.8211131,29.28208397,-94.82123615,2021,Not_at_edge,Y,T,10,N,243.128006,2617.008076,3.468955741,11.38108839,10,N,0,-1.381088389,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
350,350,1413,403332,2965-0126-0013-001,97.7341995,1414_29.2819295_-94.821014_0_358.74.jpg,XMuD3cHzHsHi8zkYq4YomQ,1414,0.885254,102,374,221,5.444598249,2.638214639,19.37775583,0.132676175,2.505538464,2.80638361,-0.19395672,29.2819295,-94.821014,29.28210027,-94.82105673,2021,Not_at_edge,Y,T,10,N,97.7341995,1052.002168,5.444598249,17.86285515,10,N,0,-7.862855148,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
351,351,1427,403346,2965-0118-0022-000,134.8959961,1429_29.2817759_-94.8252432_0_328.65.jpg,3ZP7jiJ_DtlQlCSdjCZhZA,1429,0.912109,88,475,324,3.269565616,1.17117599,19.67018673,-1.23681685,2.40799284,2.098389626,-0.203010926,29.2817759,-94.8252432,29.28190573,-94.82538121,2020,Not_at_edge,Y,T,10,N,134.8959961,1452.008418,3.269565616,10.72692131,10,N,0,-0.726921312,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
352,352,1435,403354,2965-0136-0009-001,120.5419998,1436_29.282205_-94.8199672_0_177.80.jpg,clwYKGiFqzVeUr2VHe-hxQ,1436,0.92334,375,541,327,3.778855261,0.952244219,13.59466205,-1.498782936,2.451027155,2.826611042,-0.005931254,29.282205,-94.8199672,29.28208247,-94.819961,2021,Not_at_edge,Y,T,10,N,120.5419998,1297.503287,3.778855261,12.3978191,10,N,0,-2.397819098,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
353,353,1441,403360,2965-0126-0023-001,122.9110031,1442_29.2817723_-94.8216143_0_343.56.jpg,ybToY17zqlQzAI_Hc552AA,1442,0.90918,390,504,339,3.781672958,0.999292854,17.63172598,-1.488664147,2.487957001,2.782380104,0.004535813,29.2817723,-94.8216143,29.28192507,-94.82166486,2021,Not_at_edge,Y,T,10,N,122.9110031,1323.003027,3.781672958,12.40706351,10,N,0,-2.40706351,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
354,354,1451,403370,2965-0136-0005-000,158.8179932,1452_29.2821249_-94.8202644_0_178.05.jpg,dUdPIdXR4S1uOCE9iDuThg,1452,0.905273,229,596,379,3.372911113,0.525026696,13.48417706,-1.983228786,2.508255482,2.847884417,-0.107392973,29.2821249,-94.8202644,29.28200446,-94.82024484,2021,Not_at_edge,Y,T,10,N,158.8179932,1709.502651,3.372911113,11.06598134,10,N,0,-1.065981342,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
355,355,1452,403371,2965-0136-0003-001,120.1240005,1453_29.2820712_-94.8204634_0_147.88.jpg,iN2-SAaYJyqlTDNNwtgkZw,1453,0.921875,419,504,288,4.192432917,1.345646895,13.47257281,-1.127777778,2.473424673,2.846786022,0.024417643,29.28207123,-94.82046343,29.28196674,-94.8203926,2021,Not_at_edge,Y,T,10,N,120.1240005,1293.00398,4.192432917,13.75470117,10,N,0,-3.754701171,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
356,356,1460,403379,2965-0124-0003-000,367.8510132,1461_29.2820579_-94.8241449_0_163.49.jpg,9KTiRx_vhry1W2YCsfp89g,1461,0.937012,355,492,318,3.820597243,1.230068993,16.72304731,-1.260002781,2.490071774,2.59052825,-0.020232762,29.2820579,-94.8241449,29.28191414,-94.82409267,2020,Not_at_edge,Y,T,10,N,367.8510132,3959.515353,3.820597243,12.53476786,10,N,0,-2.534767858,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
357,357,1469,403388,2965-0125-0021-000,285.4930115,1470_29.2814671_-94.8227551_0_342.57.jpg,CqeyakNq3XWutEdhOsowoA,1470,0.837402,550,471,300,4.199231277,1.41219462,17.02711729,-1.038603176,2.450797796,2.787036657,0.115318378,29.2814671,-94.8227551,29.28161799,-94.822788,2021,Not_at_edge,Y,T,10,N,285.4930115,3073.0212,4.199231277,13.7770055,10,N,0,-3.777005502,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
358,358,1476,403395,2965-0123-0011-000,79.6653976,1477_29.281547_-94.8243886_0_282.44.jpg,Ax8TrE8HyTwH3ZEOVDW3cQ,1477,0.875488,301,397,229,5.774012342,3.186056867,17.34503958,-0.16916512,3.355221987,2.587955475,-0.057156086,29.281547,-94.8243886,29.28157193,-94.82456482,2013,Not_at_edge,Y,T,10,N,79.6653976,857.5112031,5.774012342,18.94361005,10,N,0,-8.943610046,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
359,359,1486,403405,2965-0151-0010-001,455.6919861,1487_29.2819847_-94.8172869_0_176.08.jpg,bKTu3lsd91UM71PJilDS_w,1487,0.786621,454,665,441,3.830488575,0.888742579,13.0613114,-2.557978975,3.446721554,2.941745996,0.048806204,29.2819847,-94.8172869,29.28186688,-94.81728426,2013,Not_at_edge,Y,T,10,N,455.6919861,4905.027716,3.830488575,12.56721973,10,N,0,-2.567219734,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
360,360,1488,403407,2965-0137-0009-000,208.1040039,1489_29.2819038_-94.8211131_0_178.29.jpg,azdc812NcNalWcQG_zm1gw,1489,0.918457,301,563,355,3.547346058,0.731579723,14.00947229,-1.756729184,2.488308907,2.815766335,-0.057156086,29.2819038,-94.82111314,29.28177788,-94.82110061,2021,Not_at_edge,Y,T,10,N,208.1040039,2240.012855,3.547346058,11.63827447,10,N,0,-1.638274469,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
361,361,1489,403408,2965-0137-0008-000,147.4839935,1490_29.2818778_-94.8212133_0_163.16.jpg,sFVjkeKn_WDDQRN96ywmaA,1490,0.901855,672,458,258,4.388848161,1.579308128,14.83684097,-0.751101637,2.330409765,2.809540033,0.198320287,29.2818778,-94.8212133,29.28174455,-94.82119873,2021,Not_at_edge,Y,T,10,N,147.4839935,1587.504494,4.388848161,14.39910814,10,N,0,-4.39910814,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
362,362,1497,403416,2965-0123-0006-000,255.6699982,1496_29.281855_-94.824939_0_178.46.jpg,nYtid115WBJ3LjdKWOigjA,1496,0.912598,628,480,362,3.062839425,0.785662091,25.22572565,-1.665638292,2.451300383,2.277177334,0.169320075,29.281855,-94.824939,29.28162972,-94.82497585,2020,Not_at_edge,Y,T,10,N,255.6699982,2752.008957,3.062839425,10.04868578,10,N,0,-0.048685778,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
363,363,1500,403419,2965-0123-0011-000,197.5590057,1501_29.2817263_-94.8244533_0_236.32.jpg,Y8MilTDRwgxRgOJw6-_mNQ,1501,0.547852,634,567,390,3.88600259,1.333121349,16.68440137,-2.098813485,3.431934834,2.552881241,0.172708251,29.28172627,-94.82445332,29.28166556,-94.82461043,2013,Not_at_edge,Y,T,10,N,197.5590057,2126.507439,3.88600259,12.74935233,10,N,0,-2.749352329,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
364,364,1510,403429,2965-0136-0023-002,118.0329971,1510_29.2814686_-94.8205835_0_73.11.jpg,mgR_7qKkF81PoBoweSr4ew,1510,0.878906,336,314,136,5.85713756,3.227769016,16.35301969,0.798311113,2.429457903,2.629368544,-0.033481133,29.2814686,-94.8205835,29.28151617,-94.8204242,2021,Not_at_edge,Y,T,10,N,118.0329971,1270.496607,5.85713756,19.21633058,10,N,0,-9.216330577,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
365,365,1514,403433,2965-0138-0009-000,173.9149933,1515_29.2816043_-94.8222529_0_177.83.jpg,#NAME?,1515,0.931641,374,486,355,3.667491489,0.858444505,22.37894424,-1.592767663,2.451212168,2.809046984,-0.006280111,29.2816043,-94.8222529,29.28140259,-94.82224273,2021,Not_at_edge,Y,T,10,N,173.9149933,1872.005408,3.667491489,12.03245239,10,N,0,-2.032452392,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
366,366,1515,403434,2965-0138-0008-000,99.6381989,1516_29.2815775_-94.8223525_0_162.59.jpg,EJEDuvX1JiHLGz-MII3oyg,1516,0.921387,693,504,311,3.994480433,1.178469481,15.42113842,-1.272694049,2.45116353,2.816010952,0.212697738,29.2815775,-94.8223525,29.28143895,-94.82233805,2021,Not_at_edge,Y,T,10,N,99.6381989,1072.496647,3.994480433,13.10525076,10,N,0,-3.105250764,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
367,367,1524,403443,2965-0137-0013-001,235.7429962,1525_29.2814686_-94.8205835_0_253.11.jpg,mgR_7qKkF81PoBoweSr4ew,1525,0.943359,613,495,327,3.705496207,1.076127663,17.53831243,-1.35333024,2.429457903,2.629368544,0.159133299,29.28146858,-94.82058347,29.28144718,-94.8207623,2021,Not_at_edge,Y,T,10,N,235.7429962,2537.516492,3.705496207,12.15713979,10,N,0,-2.157139787,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
368,368,1525,403444,2965-0137-0013-002,208.9869995,1526_29.2812963_-94.8205235_0_268.17.jpg,elzOu0ZiA31g_--DuLPklw,1526,0.924805,381,497,325,3.823088142,1.12039015,16.91406366,-1.345462587,2.465852737,2.702697992,-0.002093216,29.2812963,-94.8205235,29.28129111,-94.82069746,2021,Not_at_edge,Y,T,10,N,208.9869995,2249.517341,3.823088142,12.5429401,10,N,0,-2.542940098,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
369,369,1527,403446,2965-0123-0015-000,212.7960052,1504_29.2809569_-94.8246953_0_13.66.jpg,bEV9D--12ibYF80W6rSb7w,1504,0.423584,110,470,365,3.132451255,0.773605306,28.47611442,-1.678654711,2.452260017,2.358845949,-0.18823991,29.2809569,-94.8246953,29.28121349,-94.8246806,2021,Not_at_edge,Y,T,10,N,212.7960052,2290.517137,3.132451255,10.27707105,10,N,0,-0.277071047,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
370,370,1560,403479,3940-0000-0002-000,117.336998,1560_29.2808013_-94.824128_0_86.25.jpg,t0rwRvha66H_I0uqSUEmgg,1560,0.895996,482,498,342,4.603433928,1.95799025,18.69321491,-1.483461538,3.441451788,2.645443678,0.068970944,29.2808013,-94.824128,29.28080071,-94.82393563,2013,Not_at_edge,Y,T,10,N,117.336998,1263.004935,4.603433928,15.10312969,10,N,0,-5.103129685,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
371,371,1563,403482,2965-0148-0008-000,145.3009949,1564_29.2810076_-94.8209547_0_178.14.jpg,iwm47IAiTOrt8ZhQgNpddQ,1564,0.877441,72,516,373,3.39121634,0.526595416,20.96726358,-1.887040553,2.413635969,2.864620924,-0.214363754,29.2810076,-94.8209547,29.28082417,-94.82090198,2020,Not_at_edge,Y,T,10,N,145.3009949,1564.006893,3.39121634,11.12603786,10,N,0,-1.126037861,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
372,372,1567,403486,4360-0000-0002-000,188.1289978,1568_29.2808102_-94.8203631_0_253.68.jpg,d6Qls2_DnTbRM_BklwBbkQ,1568,0.624023,500,567,366,3.388726487,0.603095307,14.52099586,-1.848209129,2.451304436,2.78563118,0.080767081,29.2808102,-94.8203631,29.28078365,-94.82050943,2021,Not_at_edge,Y,T,10,N,188.1289978,2025.003679,3.388726487,11.11786905,10,N,0,-1.117869052,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
373,373,1569,403488,2965-0140-0010-003,145.2550049,1570_29.280712_-94.8240965_0_252.34.jpg,lqqq4bbKGS1TH2H1KDkDNw,1570,0.924316,408,618,414,3.762067082,1.105946543,14.26282436,-2.338479755,3.444426298,2.656120539,0.016745259,29.28071197,-94.82409649,29.28067499,-94.82423707,2013,Not_at_edge,Y,T,10,N,145.2550049,1563.51186,3.762067082,12.34273977,10,N,0,-2.34273977,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
374,374,1572,403491,2965-0140-0009-000,78.0388031,1573_29.2809825_-94.8245958_0_148.46.jpg,91J3FuN3ox2ou9TjPNzawA,1573,0.887207,601,474,330,3.678338312,1.2361665,20.43524056,-1.268755413,2.504921913,2.442171812,0.15095962,29.2809825,-94.8245958,29.28081265,-94.824514,2021,Not_at_edge,Y,T,10,N,78.0388031,840.0026856,3.678338312,12.06803908,10,N,0,-2.068039081,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
375,375,1573,403492,2965-0140-0006-000,224.3159943,1571_29.2809569_-94.8246953_0_178.66.jpg,bEV9D--12ibYF80W6rSb7w,1571,0.79248,636,480,340,3.409094805,1.050248856,21.25061744,-1.402011161,2.452260017,2.358845949,0.174062197,29.28095685,-94.82469532,29.2807673,-94.82472815,2021,Not_at_edge,Y,T,10,N,224.3159943,2414.517268,3.409094805,11.18469424,10,N,0,-1.184694242,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
376,376,1582,403501,2965-0139-0013-000,329.6669922,1584_29.2808192_-94.8228997_0_253.78.jpg,5UYchrEOJBb7ewWxdrm1iA,1584,0.861816,338,589,355,3.421302408,0.667485565,12.43875798,-1.787089974,2.454575539,2.753816843,-0.031738638,29.2808192,-94.8228997,29.28078445,-94.82302141,2021,Not_at_edge,Y,T,10,N,329.6669922,3548.505971,3.421302408,11.22474543,10,N,0,-1.224745433,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
377,377,1585,403504,2965-0149-0017-000,245.0789948,1586_29.2804708_-94.819487_0_328.35.jpg,_7YK_iPO9GhFtCA43XLZ2w,1586,0.836914,499,523,319,3.976232572,1.073861404,14.30706493,-1.393135981,2.466997385,2.902371168,0.080420472,29.2804708,-94.819487,29.28058577,-94.81955394,2021,Not_at_edge,Y,T,10,N,245.0789948,2638.008345,3.976232572,13.04538245,10,N,0,-3.045382454,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
378,378,1590,403509,2965-0149-0020-000,250.0019989,1591_29.2803939_-94.8197819_0_358.57.jpg,hEr9KY0R32DnsQsKmkNDfw,1591,0.788086,165,477,317,4.183401492,1.26627889,18.27846766,-1.185216519,2.451495409,2.917122602,-0.151300582,29.28039394,-94.81978185,29.28055629,-94.81981483,2021,Not_at_edge,Y,T,10,N,250.0019989,2690.99912,4.183401492,13.72507051,10,N,0,-3.725070512,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
379,379,1595,403514,2965-0140-0001-000,386.7099915,1598_29.2804558_-94.825227_0_42.00.jpg,06g-B6P2HGUU4ENAKItf4g,1598,0.811035,138,534,381,3.506067299,1.403950714,19.41829587,-2.0032861,3.407236814,2.102116585,-0.169659018,29.2804558,-94.825227,29.28060392,-94.82512028,2013,Not_at_edge,Y,T,10,N,386.7099915,4162.511706,3.506067299,11.50284547,10,N,0,-1.502845469,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
380,380,1620,403539,2965-0148-0018-000,155.5679932,1602_29.2801252_-94.8206826_0_327.75.jpg,F6X--RA-WMuMLCp3ljLUiQ,1602,0.919434,396,520,367,4.680440922,1.633887787,19.14022373,-1.81631444,3.450202227,3.046553135,0.008722061,29.2801252,-94.8206826,29.28027204,-94.82078625,2013,Not_at_edge,Y,T,10,N,155.5679932,1674.519943,4.680440922,15.3557773,10,N,0,-5.355777303,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
381,381,962,402881,2965-0086-0021-000,105.0270004,16531_29.2859368_-94.816642_0_313.39.jpg,a6OYYbOWd8hL1ZrIU4fMhQ,16531,0.803223,430,469,320,3.654746569,1.240311182,19.40475986,-1.163867914,2.404179096,2.414435387,0.032087153,29.2859368,-94.816642,29.28606109,-94.81678265,2019,Not_at_edge,Y,T,10,N,105.0270004,1130.501224,3.654746569,11.99063835,10,N,0,-1.99063835,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
382,382,1050,402969,2965-0106-0009-000,90.302002,16894_29.2853114_-94.8169256_0_267.12.jpg,iO9c0766_mae4mO5ikyyLA,16894,0.487305,512,387,306,5.818096648,3.281266938,36.05904079,-0.075189819,3.356456757,2.53682971,0.0890802,29.2853114,-94.8169256,29.28532402,-94.81729641,2013,Not_at_edge,Y,T,10,N,90.302002,972.00266,5.818096648,19.0882436,10,N,0,-9.088243596,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
383,383,1126,403045,2965-0103-0011-000,100.7070007,17160_29.2845215_-94.8204302_0_268.12.jpg,xrvAF7BYAggbkk2c68fLLw,17160,0.655762,714,510,398,3.691979491,1.148808085,26.65488946,-2.28375522,3.432563305,2.543171406,0.226323958,29.28452155,-94.82043022,29.2845678,-94.82069941,2013,Not_at_edge,Y,T,10,N,100.7070007,1084.001134,3.691979491,12.11279361,10,N,0,-2.112793606,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
384,384,1127,403046,2965-0092-0013-000,119.0559998,17189_29.2845923_-94.8229362_0_268.85.jpg,HshpkCSOsJQ18sVTLMnwCg,17189,0.612305,491,364,202,5.172830504,2.70694415,18.00801752,0.250610274,2.456333876,2.465886354,0.074524695,29.2845923,-94.8229362,29.28460114,-94.82312125,2020,Not_at_edge,Y,T,10,N,119.0559998,1281.508116,5.172830504,16.97122869,10,N,0,-6.971228688,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
385,385,1140,403059,2965-0111-0007-000,78.9210968,17125_29.2848337_-94.8171961_0_193.12.jpg,QGql4lx8d6OZMPwx-P9Epg,17125,0.315918,172,446,386,2.920975443,0.261406656,49.00952221,-2.097675328,2.359081984,2.659568787,-0.146182471,29.28483366,-94.81719608,29.28439301,-94.8172378,2020,Not_at_edge,Y,T,10,Y,78.9210968,849.4996159,2.920975443,9.583252766,10,Y,0.416747234,0.416747234,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,14441.49347,26340.40535,30102.15932,27671.37226,30205.51325,Y
386,386,1142,403061,2965-0111-0005-000,30.9829006,17125_29.2848337_-94.8171961_0_193.12.jpg,QGql4lx8d6OZMPwx-P9Epg,17125,0.315918,172,446,386,2.920975443,0.261406656,49.00952221,-2.097675328,2.359081984,2.659568787,-0.146182471,29.28483366,-94.81719608,29.28439301,-94.8172378,2020,Not_at_edge,Y,T,10,Y,30.9829006,333.4971665,2.920975443,9.583252766,10,Y,0.416747234,0.416747234,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,5669.451831,10340.73516,11817.52722,10863.2471,11858.10198,Y
387,387,1336,403255,2965-0116-0019-000,184.7380066,17861_29.2824408_-94.8227201_0_312.93.jpg,ZLxw-ygjv03JKreVjPxzuQ,17861,0.784668,72,459,337,3.779413394,1.154201917,24.4045675,-1.264587231,2.418789148,2.625211477,-0.214363754,29.2824408,-94.8227201,29.28255304,-94.82293617,2020,Not_at_edge,Y,T,10,N,184.7380066,1988.503354,3.779413394,12.39965024,10,N,0,-2.399650243,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
388,388,1343,403262,2965-0118-0011-000,234.1629944,17920_29.2824967_-94.8247182_0_283.11.jpg,iRFPnSRoDX2MA-SLpOpbzw,17920,0.358154,516,504,361,4.101967934,1.690023068,20.57474211,-1.715491411,3.405514479,2.411944866,0.092194303,29.2824967,-94.82471818,29.28255527,-94.8249191,2013,Not_at_edge,Y,T,10,N,234.1629944,2520.509495,4.101967934,13.45790005,10,N,0,-3.457900046,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
389,389,1389,403308,2965-0134-0001-002,120.4489975,17950_29.2823591_-94.8183847_0_43.88.jpg,6OPnP0NpWe4kKGWpP_5ynA,17950,0.523926,168,496,278,4.121647631,1.399061953,13.4957274,-1.052245344,2.451307297,2.722585678,-0.149595419,29.2823591,-94.8183847,29.28245846,-94.81830443,2020,Not_at_edge,Y,T,10,N,120.4489975,1296.502219,4.121647631,13.52246598,10,N,0,-3.522465981,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
390,390,1405,403324,2965-0118-0013-001,38.6474991,17968_29.2823162_-94.8246585_0_237.76.jpg,gb7URfjY8oWrUSicDFk5IA,17968,0.65918,81,524,390,3.70247958,1.274758556,22.02455977,-2.120222351,3.394980907,2.427721024,-0.208026023,29.2823162,-94.8246585,29.28217777,-94.8248211,2013,Not_at_edge,Y,T,10,N,38.6474991,415.9982181,3.70247958,12.14724272,10,N,0,-2.147242717,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
391,391,1534,403453,2965-0138-0001-002,20.8104992,18554_29.2809971_-94.8229584_0_43.89.jpg,GjEmOkeInNKvFh1ioX7r5A,18554,0.609863,252,534,372,3.269369705,0.607263906,18.0340483,-1.879629986,2.486893892,2.662105799,-0.091848379,29.2809971,-94.8229584,29.28112421,-94.82284255,2021,Not_at_edge,Y,T,10,N,20.8104992,224.0023491,3.269369705,10.72627856,10,N,0,-0.72627856,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
392,392,1640,403559,2965-0146-0009-000,152.5,1641_29.2804413_-94.8231005_0_164.44.jpg,unI8_lZlJy7QMWmYZc-s-Q,1641,0.308594,603,457,367,4.622712509,1.782802002,32.70135023,-1.669101103,3.451903105,2.839910507,0.1519824,29.2804413,-94.8231005,29.28014838,-94.82306035,2013,Not_at_edge,Y,T,10,N,152.5,1641.496339,4.622712509,15.16637962,10,N,0,-5.166379623,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
393,393,1641,403560,2965-0146-0007-000,213.0740051,1642_29.2803933_-94.8232948_0_162.75.jpg,UATwtUfccrzgFpf1tPR1OA,1642,0.90625,286,383,218,6.346306061,3.44112656,17.78005317,0.012377237,3.428749323,2.905179501,-0.067929231,29.28039328,-94.82329483,29.28024367,-94.82322884,2013,Not_at_edge,Y,T,10,N,213.0740051,2293.509503,6.346306061,20.82121411,10,N,0,-10.82121411,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
