,FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,construction_index_2015,construction_index_1998,rsmeans_construction_index_2015,rsmeans_construction_index_2021,ENR_BCI_index_2015,ENR_BCI_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998,cost_2015,cost_2021_RSMeans,cost_2021_ENR_BCI,cost_2021_PCI_Family_house,is_residential
6832,6832,22620,557872,3267-0000-0233-000,248.6109924,22619_29.2570322_-94.8686522_0_212.43.jpg,rMKc8DXRs3t_WfDya7i6mg,22619,0.806152,245,445,207,4.231161148,1.922224552,12.28050848,-0.528822153,2.451046705,2.308936596,-0.096344173,29.2570322,-94.8686522,29.2569334,-94.86870938,2020,Not_at_edge,Y,T,11,N,248.6109924,2676.026451,4.231161148,13.8817623,11,N,0,-2.881762297,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6833,6833,22623,557875,3267-0000-0232-000,192.5879974,22624_29.2566556_-94.8686848_0_350.45.jpg,FyEPjGkkxZ4yc8KPphgMcw,22624,0.276367,138,435,107,4.303801023,2.135494195,8.999267634,-0.315641679,2.451135874,2.168306828,-0.169997922,29.2566556,-94.8686848,29.25673223,-94.86871539,2020,Not_at_edge,Y,T,11,N,192.5879974,2072.999951,4.303801023,14.1200821,11,N,0,-3.120082096,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6834,6834,22631,557883,3267-0000-0218-000,175.076004,22632_29.2562519_-94.8692383_0_62.67.jpg,pMz7ye0iHCmvp0QOKfWBLw,22632,0.940918,671,464,200,4.037234611,1.836513586,11.23853307,-0.615153484,2.45166707,2.200721025,0.197649542,29.2562519,-94.8692383,29.25627986,-94.86912716,2020,Not_at_edge,Y,T,11,N,175.076004,1884.502423,4.037234611,13.24552038,11,N,0,-2.245520377,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6835,6835,22651,557903,2160-0003-0078-000,229.5639954,22662_29.2555734_-94.8688904_0_313.06.jpg,Xrnvbycb3BstWLxh9HPBmg,22662,0.293701,716,448,360,3.325304674,0.974998163,33.93480792,-1.476370884,2.451369047,2.350306511,0.227648764,29.2555734,-94.8688904,29.25582753,-94.86908511,2020,Not_at_edge,Y,T,10,N,229.5639954,2471.006281,3.325304674,10.90979224,10,N,0,-0.909792238,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6836,6836,22656,557908,2151-0000-0005-000,248.7960052,22657_29.255455_-94.8666135_0_42.74.jpg,xtpw0IciPfrbe4YXxI17Rg,22657,0.84668,181,488,299,4.177539424,1.353287772,15.54477589,-1.117038652,2.470326424,2.824251652,-0.140030037,29.255455,-94.8666135,29.25557028,-94.86652242,2020,Not_at_edge,Y,T,10,N,248.7960052,2678.017912,4.177539424,13.70583801,10,N,0,-3.705838005,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6837,6837,22668,557920,2160-0005-0012-000,253.625,22669_29.2550549_-94.8676877_0_305.05.jpg,iIgiUbg6yBFfzgusuXmYFQ,22669,0.772949,287,561,380,2.853528077,0.45453387,16.10937693,-1.996351426,2.450885296,2.398994207,-0.067234673,29.2550549,-94.8676877,29.25513018,-94.86782947,2020,Not_at_edge,Y,T,10,Y,253.625,2729.996779,2.853528077,9.361968757,10,Y,0.638031243,0.638031243,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,46409.94525,84648.91615,96737.88715,88926.18163,97070.0308,Y
6838,6838,22700,557952,2155-0004-0028-000,278.0140076,22701_29.2543252_-94.8694423_0_74.20.jpg,hQsYVCdrVdBw_lDQZds1oA,22701,0.436523,132,435,265,3.929056359,1.83023758,17.37349402,-0.620938587,2.451176167,2.098818779,-0.173385304,29.25432523,-94.86944231,29.25439329,-94.8692813,2020,Not_at_edge,Y,T,10,N,278.0140076,2992.517872,3.929056359,12.89060485,10,N,0,-2.890604852,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6839,6839,22704,557956,4335-0000-0007-000,147.3910065,3027_29.2544481_-94.8499942_0_280.66.jpg,0i8-FtULaYTRuBgzsL7Uxg,3027,0.685547,693,436,375,3.432060624,1.718518878,48.79144431,-1.730496978,3.449015856,1.713541746,0.212697738,29.2544481,-94.8499942,29.25461901,-94.85045679,2013,Not_at_edge,Y,T,12,Y,147.3910065,1586.50359,3.432060624,11.26004142,12,Y,0.739958583,0.739958583,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,26970.56103,49192.6622,56218.01697,51678.3417,56411.03811,Y
6840,6840,22731,557984,2175-0000-0001-000,256.4599915,22732_29.2540144_-94.873925_0_157.16.jpg,okuWLUPNjNsWKh9v1qcSCw,22732,0.572754,550,359,226,4.768785263,3.877130772,22.0200092,0.366321827,3.510808945,0.891654491,0.115318378,29.2540144,-94.873925,29.25382366,-94.87386167,2013,Not_at_edge,Y,T,10,N,256.4599915,2760.512374,4.768785263,15.64562094,10,N,0,-5.645620942,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6841,6841,22741,557994,2175-0000-0003-000,248.1450043,22737_29.2539412_-94.8741288_0_184.24.jpg,zYKdvJVYm-his4dtnXlf-w,22737,0.769531,303,456,358,2.744987132,1.863755705,29.73263374,-1.491430519,3.355186224,0.881231427,-0.056112829,29.2539412,-94.8741288,29.25367299,-94.87413427,2013,Not_at_edge,Y,T,10,Y,248.1450043,2671.010597,2.744987132,9.005863294,10,Y,0.994136706,0.994136706,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,45407.18014,82819.93361,94647.70202,87004.78156,94972.66914,Y
6842,6842,22749,558002,2155-0003-0038-000,368.9639893,22750_29.2535231_-94.8711324_0_274.25.jpg,Ra0Q8-zRzJLYiJ4SpuKo8w,22750,0.901855,255,462,357,3.451751919,0.877167673,28.08444267,-1.522496252,2.399663925,2.574584246,-0.0890802,29.2535231,-94.8711324,29.25351932,-94.8714213,2020,Not_at_edge,Y,T,10,N,368.9639893,3971.495328,3.451751919,11.3246454,10,N,0,-1.324645404,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6843,6843,22766,558019,2155-0003-0035-000,265.9819946,22767_29.253423_-94.8710105_0_193.09.jpg,L_6_SB8IHBsyEfdbxLtKJQ,22767,0.643066,344,477,331,3.693058787,1.158057747,19.93366865,-1.293085995,2.451143742,2.53500104,-0.027555349,29.253423,-94.8710105,29.25324678,-94.87105143,2020,Not_at_edge,Y,T,10,N,265.9819946,2863.006362,3.693058787,12.1163346,10,N,0,-2.116334603,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6844,6844,22786,558039,2150-0002-0022-000,281.730011,22787_29.2529618_-94.8696569_0_152.34.jpg,vKIYkocz3piOyCGaa-1mBQ,22787,0.496582,348,502,355,3.513007027,0.821672064,19.79680133,-1.629527706,2.45119977,2.691334963,-0.025114955,29.25296183,-94.86965688,29.25280577,-94.86955783,2020,Not_at_edge,Y,T,10,N,281.730011,3032.5166,3.513007027,11.52561361,10,N,0,-1.525613606,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6845,6845,22791,558044,2150-0002-0009-000,206.0590057,22792_29.2528957_-94.867963_0_169.82.jpg,N3YklmYkU3RejepX3ZUpRA,22792,0.922363,301,520,334,3.414649839,0.96657979,15.66676768,-1.484303599,2.450883389,2.448070049,-0.05750381,29.2528957,-94.867963,29.25275824,-94.86792544,2020,Not_at_edge,Y,T,10,N,206.0590057,2218.000678,3.414649839,11.20291942,10,N,0,-1.202919419,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6846,6846,22795,558048,2150-0002-0010-000,267.8869934,22796_29.2528145_-94.8681615_0_139.86.jpg,BfxY1fBDIxPVIcn9J5jObA,22796,0.907715,437,514,340,3.361972483,0.95501128,16.73148948,-1.516671507,2.471682787,2.406961203,0.03766227,29.25281449,-94.86816146,29.25269551,-94.86805553,2020,Not_at_edge,Y,T,10,N,267.8869934,2883.511599,3.361972483,11.03009345,10,N,0,-1.030093448,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6847,6847,22798,558051,2150-0002-0018-000,229.1920013,22799_29.2525844_-94.8689403_0_243.17.jpg,jHNUMjp6KqtpmazkDTO6Ig,22799,0.712402,379,458,346,3.37639986,1.030712471,25.97526103,-1.341257706,2.371970177,2.345687389,-0.003139818,29.2525844,-94.8689403,29.25247797,-94.86917838,2020,Not_at_edge,Y,T,10,N,229.1920013,2467.00217,3.37639986,11.07742736,10,N,0,-1.077427362,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6848,6848,22799,558052,2150-0002-0012-000,274.4370117,22800_29.2526967_-94.8684448_0_154.11.jpg,E7gjmras7IbZMgziCj5vNg,22800,0.699707,400,487,330,3.456618246,1.115186151,18.41394564,-1.33620197,2.451388121,2.341432095,0.011512732,29.2526967,-94.8684448,29.25254642,-94.86836405,2020,Not_at_edge,Y,T,10,N,274.4370117,2954.015409,3.456618246,11.34061104,10,N,0,-1.340611043,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6849,6849,22800,558053,2150-0003-0027-000,248.3769989,22801_29.2524946_-94.8699865_0_256.49.jpg,XYWxSMc2kPdMuVNjiiLItA,22801,0.671387,532,532,336,3.435850361,0.916023472,14.84664855,-1.535379907,2.451403379,2.519826889,0.103252279,29.25249463,-94.86998646,29.25247693,-94.87013786,2020,Not_at_edge,Y,T,10,N,248.3769989,2673.507766,3.435850361,11.27247494,10,N,0,-1.272474938,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6850,6850,22802,558055,2150-0002-0026-000,249.3049927,22803_29.2521865_-94.8696828_0_51.91.jpg,VtRamE4JkmdfU5LO7D02cg,22803,0.305176,380,504,377,4.02976682,1.535673402,22.90718304,-1.918111541,3.453784943,2.494093418,-0.002790952,29.2521865,-94.8696828,29.25231445,-94.86949773,2013,Not_at_edge,Y,T,10,N,249.3049927,2683.496608,4.02976682,13.22101975,10,N,0,-3.221019751,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6851,6851,22807,558060,2150-0003-0026-000,219.3919983,22808_29.2520045_-94.8701961_0_352.72.jpg,iIotMPYWobpWMA6rHxc4xQ,22808,0.867676,228,514,321,3.57465252,1.152820674,15.16266558,-1.367359313,2.520179987,2.421831846,-0.108427442,29.2520045,-94.8701961,29.25213752,-94.8702325,2020,Not_at_edge,Y,T,10,N,219.3919983,2361.515816,3.57465252,11.7278626,10,N,0,-1.727862598,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6852,6852,22809,558062,2150-0003-0025-000,320.1929932,22810_29.2519143_-94.8703837_0_335.64.jpg,kBHKzj9WHL7wxl3Q5Nn4zg,22810,0.826172,86,503,321,3.483075483,1.112704618,16.32432837,-1.338458197,2.451162815,2.370370865,-0.204349309,29.2519143,-94.8703837,29.25203335,-94.87048258,2020,Not_at_edge,Y,T,10,N,320.1929932,3446.528695,3.483075483,11.427413,10,N,0,-1.427413002,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6853,6853,22810,558063,2150-0003-0024-000,265.7030029,22811_29.25184_-94.8705758_0_306.05.jpg,Hu-6Kr2qU2iY6f1YNe8hZQ,22811,0.82666,573,463,284,3.868174415,1.560441118,16.39328283,-0.907260794,2.467701912,2.307733297,0.131124667,29.25184,-94.8705758,29.25194193,-94.87069801,2020,Not_at_edge,Y,T,10,N,265.7030029,2860.003321,3.868174415,12.69086094,10,N,0,-2.690860942,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6854,6854,22821,558074,2150-0002-0031-000,254.8350067,22822_29.2520045_-94.8701961_0_142.72.jpg,iIotMPYWobpWMA6rHxc4xQ,22822,0.901367,532,465,356,3.414859741,0.993027895,26.8338671,-1.527152092,2.520179987,2.421831846,0.10359743,29.25200454,-94.87019612,29.25179778,-94.87005252,2020,Not_at_edge,Y,T,10,N,254.8350067,2743.021183,3.414859741,11.20360807,10,N,0,-1.203608074,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6855,6855,22822,558075,2150-0002-0032-000,175.5870056,22823_29.2519547_-94.8702874_0_166.37.jpg,Bu0edbXz9MluY_ZHycp4Ew,22823,0.66748,286,492,351,3.329468782,0.937296684,20.68083949,-1.569287722,2.506584406,2.392172098,-0.068276485,29.2519547,-94.8702874,29.25177679,-94.87022327,2020,Not_at_edge,Y,T,10,N,175.5870056,1890.002799,3.329468782,10.92345401,10,N,0,-0.923454009,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6856,6856,22824,558077,2150-0003-0020-000,311.6910095,22826_29.2514928_-94.8713316_0_318.73.jpg,ttAu_sbMcv0qUgkn-fFT5Q,22826,0.299316,341,468,368,3.835145543,1.73658068,28.81650076,-1.708419968,3.445000648,2.098564863,-0.029298824,29.2514928,-94.8713316,29.2516831,-94.87153359,2013,Not_at_edge,Y,T,10,N,311.6910095,3355.014104,3.835145543,12.5824985,10,N,0,-2.582498501,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6857,6857,22826,558079,2150-0002-0033-000,281.9159851,22827_29.2518768_-94.8704806_0_156.16.jpg,JGkzySdkzQzA4EpBM7Kvcg,22827,0.871094,336,487,335,3.442517872,1.062281246,19.14978588,-1.38894332,2.451224566,2.380236626,-0.032784159,29.2518768,-94.8704806,29.25172115,-94.87039511,2020,Not_at_edge,Y,T,10,N,281.9159851,3034.518409,3.442517872,11.29434997,10,N,0,-1.294349974,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6858,6858,22833,558086,2150-0003-0017-000,330.0849915,22834_29.2512175_-94.8720143_0_351.13.jpg,yb8nD33YThxjtgspKbtHLw,22834,0.800293,276,512,366,4.005662806,1.651103146,19.98208256,-1.779731147,3.430834293,2.35455966,-0.074871622,29.2512175,-94.8720143,29.25139304,-94.8720611,2013,Not_at_edge,Y,T,10,N,330.0849915,3553.005278,4.005662806,13.14193834,10,N,0,-3.14193834,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6859,6859,22853,558106,2150-0003-0004-000,256.8309937,22854_29.2512552_-94.8719133_0_155.67.jpg,yKY_Rn7f2_R6ITTNATQmDQ,22854,0.869629,301,515,355,4.066760438,1.748520749,18.2123207,-1.674747808,3.423268557,2.318239689,-0.057156086,29.2512552,-94.8719133,29.25110959,-94.87182648,2013,Not_at_edge,Y,T,10,N,256.8309937,2764.505808,4.066760438,13.34238989,10,N,0,-3.342389888,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6860,6860,22859,558112,2150-0003-0007-000,281.6830139,22860_29.2510963_-94.8723341_0_170.99.jpg,TAcfZ6yGBLH0DtznYkx9bA,22860,0.321289,166,514,344,4.36343492,1.89302958,17.30896702,-1.552355638,3.445385218,2.47040534,-0.150618622,29.25109627,-94.87233408,29.25094745,-94.87228012,2013,Not_at_edge,Y,T,10,N,281.6830139,3032.010728,4.36343492,14.31573136,10,N,0,-4.315731365,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6861,6861,22866,558119,2150-0003-0009-000,271.4169922,22865_29.2504238_-94.8726692_0_5.08.jpg,MBcu3-40wq-MzAAsGVPVoA,22865,0.378174,349,449,271,3.265159755,1.716804414,16.44094897,-0.745480151,2.462284565,1.548355341,-0.024068978,29.2504238,-94.8726692,29.25057182,-94.87265828,2021,Not_at_edge,Y,T,10,N,271.4169922,2921.50819,3.265159755,10.71246639,10,N,0,-0.712466388,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6862,6862,22375,557627,3266-0000-0108-000,185.4360046,22376_29.2605258_-94.872726_0_241.72.jpg,xsiBk_534G6hr-s1JdDFGw,22376,0.856445,667,468,253,4.92643988,2.737655758,13.85694981,-0.796821953,3.534477711,2.188784122,0.194964764,29.2605258,-94.872726,29.26048902,-94.87286226,2013,Not_at_edge,Y,T,10,N,185.4360046,1996.016542,4.92643988,16.1628605,10,N,0,-6.162860499,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6863,6863,22446,557698,3267-0000-0259-000,434.881012,22447_29.2597635_-94.8698035_0_112.46.jpg,6A8P5TqTnukQgrs6Pxeu2w,22447,0.338135,503,432,114,4.35509858,2.126956557,9.179949988,-0.306415464,2.433372021,2.228142023,0.082846322,29.2597635,-94.8698035,29.25972563,-94.8697195,2020,Not_at_edge,Y,T,10,N,434.881012,4681.020255,4.35509858,14.28838117,10,N,0,-4.288381168,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6864,6864,22493,557745,3267-0000-0256-000,294.598999,22494_29.2593899_-94.8697619_0_101.59.jpg,fcDBSLJgk90kuPVR_g5OsA,22494,0.73291,559,435,112,4.437216376,2.06710348,9.073738928,-0.320527459,2.387630939,2.370112896,0.1215109,29.2593899,-94.8697619,29.25936385,-94.86967339,2020,Not_at_edge,Y,T,10,N,294.598999,3171.037234,4.437216376,14.55779651,10,N,0,-4.557796509,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6865,6865,22516,557768,3267-0000-0254-000,264.0780029,22517_29.2591214_-94.8697773_0_73.48.jpg,DheOVO6Smq44JwiThI9ggA,22517,0.920898,653,416,180,4.566223046,2.141677758,12.59738453,-0.276427367,2.418105125,2.424545288,0.186218698,29.2591214,-94.8697773,29.25913298,-94.86964837,2020,Not_at_edge,Y,T,10,N,264.0780029,2842.511966,4.566223046,14.98104674,10,N,0,-4.981046739,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6866,6866,22553,557805,3267-0000-0250-000,280.8940125,22554_29.2585812_-94.8696847_0_60.25.jpg,zry8eJNnV5vMTempUVgHqA,22554,0.911133,416,444,201,4.268759771,1.886033579,11.9750441,-0.501234964,2.387268543,2.382726192,0.022325568,29.2585812,-94.8696847,29.2586327,-94.86957639,2020,Not_at_edge,Y,T,10,N,280.8940125,3023.517987,4.268759771,14.00511736,10,N,0,-4.005117359,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6867,6867,22577,557829,3267-0000-0179-000,241.8289948,22578_29.2585152_-94.8713384_0_139.70.jpg,PXbMg90onj4WgQfS912G7g,22578,0.3125,566,429,165,4.333317351,2.218212914,11.10920799,-0.346024204,2.564237118,2.115104437,0.12700706,29.2585152,-94.8713384,29.25843116,-94.87127611,2020,Not_at_edge,Y,T,10,N,241.8289948,2603.025636,4.333317351,14.21692044,10,N,0,-4.216920443,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6868,6868,22602,557854,3554-0000-0199-000,314.4320068,22603_29.2573237_-94.8716588_0_48.30.jpg,Sd_IK9wyvSwJoBJcSklhdQ,22603,0.897949,349,434,191,4.174125358,2.025007173,11.9754287,-0.426048115,2.451055288,2.149118185,-0.023720308,29.2573237,-94.8716588,29.25739747,-94.87156878,2020,Not_at_edge,Y,T,10,N,314.4320068,3384.517953,4.174125358,13.694637,10,N,0,-3.694637001,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6869,6869,22642,557894,4336-0035-0002-000,170.1519928,22643_29.2563439_-94.847865_0_260.13.jpg,JBFDjui1i6APSPiMRiC1oQ,22643,0.884277,300,527,321,2.827256235,1.032122048,14.14604428,-1.419026224,2.451148272,1.795134187,-0.057851521,29.2563439,-94.847865,29.25631479,-94.8480067,2020,Not_at_edge,Y,T,11,Y,170.1519928,1831.500808,2.827256235,9.275775049,11,Y,1.724224951,1.724224951,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,31135.51373,56789.28249,64899.53387,59658.81525,65122.36247,Y
6870,6870,22646,557898,4336-0034-0002-000,205.7350006,22647_29.2560992_-94.848589_0_94.90.jpg,nyf0cQ3J5CATM5jUqrkQ2A,22647,0.543945,304,294,147,6.30910278,4.673455006,19.82098618,1.229055411,3.444399595,1.635647774,-0.055417257,29.2560992,-94.848589,29.25609382,-94.84838517,2013,Not_at_edge,Y,T,11,N,205.7350006,2214.513116,6.30910278,20.6991561,11,N,0,-9.699156102,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6871,6871,22655,557907,4336-0033-0003-000,225.5240021,22656_29.2559242_-94.8484964_0_244.02.jpg,t4Z2BjIx6rX53dERPn42lw,22656,0.623047,385,558,344,3.53546317,1.79042776,13.59443037,-1.650563403,3.440991163,1.74503541,0.001046609,29.2559242,-94.8484964,29.25587059,-94.84862219,2013,Not_at_edge,Y,T,11,N,225.5240021,2427.520155,3.53546317,11.59928862,11,N,0,-0.599288615,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6872,6872,22659,557911,7205-0000-0214-006,261.7070007,22660_29.2557651_-94.849031_0_93.42.jpg,WH_MWtDgxpqhpwsVf_6SCw,22660,0.368164,300,568,390,2.356387994,0.305864474,16.37157345,-2.098426917,2.404291391,2.05052352,-0.058199217,29.2557651,-94.849031,29.25576488,-94.84886257,2019,Not_at_edge,Y,T,11,Y,261.7070007,2816.990711,2.356387994,7.730931739,11,Y,3.269068261,3.269068261,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,50570.05721,92236.70724,105409.3139,96897.37983,105771.2304,Y
6873,6873,22675,557927,4336-0033-0006-000,136.2890015,22676_29.2553112_-94.8481478_0_233.69.jpg,eRddwkiN0LZ47NWg1oI8gQ,22676,0.92041,618,304,89,5.94521078,4.178035106,13.7103879,0.745909776,3.43212533,1.767175674,0.161853504,29.2553112,-94.8481478,29.25525497,-94.84827344,2013,Not_at_edge,Y,T,11,N,136.2890015,1467.002603,5.94521078,19.50528471,11,N,0,-8.505284711,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6874,6874,22719,557971,7205-0000-0214-008,182.3220062,22720_29.2543079_-94.849246_0_35.19.jpg,7ZIPOFmJHIM64dIfyt6NUQ,22720,0.255127,567,493,300,3.189168407,1.299846603,15.11835864,-1.151030348,2.450876951,1.889321804,0.127350317,29.2543079,-94.849246,29.25440848,-94.84914095,2019,Not_at_edge,Y,T,11,Y,182.3220062,1962.497742,3.189168407,10.46315094,11,Y,0.536849058,0.536849058,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,33362.46161,60851.09991,69541.43188,63925.87418,69780.19815,Y
6875,6875,23348,558603,2763-0000-0002-000,188.6860046,23349_29.2288028_-94.9226314_0_349.52.jpg,qHVagNw111FdpZYdp9mpZw,23349,0.897949,324,611,398,4.013332541,1.27356189,13.73468546,-2.173630064,3.447191954,2.739770651,-0.041842625,29.2288028,-94.9226314,29.2289236,-94.92266288,2013,Not_at_edge,Y,F,-9999,NoData,188.6860046,2030.99925,4.013332541,13.16710151,-9999,N,0,-10012.1671,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6876,6876,23351,558606,2763-0000-0001-000,252.6049957,23352_29.2287088_-94.9228726_0_321.38.jpg,W5iOMv-HesTh3j2Tolkw2g,23352,0.883301,489,391,203,5.988582378,3.35755015,15.5163652,-0.075588459,3.433138609,2.631032228,0.073483807,29.2287088,-94.9228726,29.22882429,-94.92296279,2013,Not_at_edge,Y,F,-9999,NoData,252.6049957,2719.017545,5.988582378,19.64757998,-9999,N,0,-10018.64758,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6877,6877,23352,558607,6671-0000-0108-000,323.7200012,23348_29.2291529_-94.9235651_0_196.65.jpg,bud_cqz9PjCJMOQx2Xa1-Q,23348,0.563477,423,501,390,3.872880286,1.289312428,25.98524879,-2.138750249,3.428062677,2.583567858,0.027903951,29.2291529,-94.9235651,29.22893025,-94.92364879,2013,Not_at_edge,Y,F,-9999,NoData,323.7200012,3484.493093,3.872880286,12.70630015,-9999,N,0,-10011.7063,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6878,6878,23353,558608,6671-0000-0040-000,200.253006,23354_29.2290189_-94.9195224_0_245.09.jpg,69DebnPjnMtIYhrqYqMhFg,23354,0.930664,125,514,340,4.503022345,1.924743088,16.98944259,-1.516671507,3.441414595,2.578279257,-0.178458568,29.2290189,-94.9195224,29.22893069,-94.91966531,2013,Not_at_edge,Y,F,-9999,NoData,200.253006,2155.505417,4.503022345,14.77369536,-9999,N,0,-10013.7737,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6879,6879,23354,558609,6671-0000-0044-000,298.2659912,23381_29.2281421_-94.9202702_0_337.88.jpg,rU0xib2mWwZ4vqt19RJ7Kg,23381,0.431885,687,417,381,4.100805929,1.52946656,82.60949089,-1.917207787,3.446674347,2.571339369,0.209027778,29.2281421,-94.9202702,29.22887576,-94.92041984,2013,Not_at_edge,Y,F,-9999,NoData,298.2659912,3210.50841,4.100805929,13.45408769,-9999,N,0,-10012.45409,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
6880,6880,23355,558610,6671-0000-0105-000,164.7640076,23356_29.2286343_-94.9230854_0_307.55.jpg,Y317fg3n5g0ArLpJzO4n-w,23356,0.900879,559,525,328,4.567145179,1.986358712,14.87727419,-1.452948501,3.439307213,2.580786467,0.1215109,29.2286343,-94.9230854,29.2287284,-94.92319452,2013,Not_at_edge,Y,F,-9999,NoData,164.7640076,1773.505018,4.567145179,14.98407211,-9999,N,0,-10013.98407,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
